Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1355092
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,336509
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1747659
Cà Phê Muối Chú Long - 417 Cộng Hoà,3691565
Cà Phê Muối Chú Long - An Dương Vương,1631200
Cà Phê Muối Chú Long - Bà Rịa,51872
Cà Phê Muối Chú Long - Bà Triệu,799775
Cà Phê Muối Chú Long - Bạch Đằng,615715
Cà Phê Muối Chú Long - Bến Tre,345185
Cà Phê Muối Chú Long - Bình Long,4574416
Cà Phê Muối Chú Long - Cà Mau,137131
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1426487
Cà Phê Muối Chú Long - Cần Thơ,1195890
Cà Phê Muối Chú Long - Classic,2484306
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1309066
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1240405
Cà Phê Muối Chú Long - Đoàn Thị Điểm,90540
Cà Phê Muối Chú Long - Đội Cấn,5508121
Cà Phê Muối Chú Long - Đồng Xoài,408563
Cà Phê Muối Chú Long - Đường Láng,8368172
Cà Phê Muối Chú Long - Hà Huy Giáp,4054812
Cà Phê Muối Chú Long - Hậu Giang,3780148
Cà Phê Muối Chú Long - Hoàng Diệu,898198
Cà Phê Muối Chú Long - Hùng Vương,266153
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2413664
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2928570
Cà Phê Muối Chú Long - Kha Vạn Cân,2436637
Cà Phê Muối Chú Long - Kiên Giang,311798
Cà Phê Muối Chú Long - Lạc Long Quân,1989326
Cà Phê Muối Chú Long - Lê Duẩn,767709
Cà Phê Muối Chú Long - Long An,1084009
Cà Phê Muối Chú Long - Long Xuyên,314062
Cà Phê Muối Chú Long - Ngô Tất Tố,943133
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4591183
Cà Phê Muối Chú Long - Nguyễn Huệ,3701509
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2383666
Cà Phê Muối Chú Long - Nha Trang,1975290
Cà Phê Muối Chú Long - Phan Thiết,1912278
Cà Phê Muối Chú Long - Phan Văn Trị,1637972
Cà Phê Muối Chú Long - Quảng Ngãi,900403
Cà Phê Muối Chú Long - Tây Ninh,143166
Cà Phê Muối Chú Long - Thanh Nhàn,8602536
Cà Phê Muối Chú Long - Thích Quảng Đức,808412
Cà Phê Muối Chú Long - Thuận An,884842
Cà Phê Muối Chú Long - Tiền Giang,579080
Cà Phê Muối Chú Long - Tôn Đức Thắng,6778399
Cà Phê Muối Chú Long - Trà Vinh,453644
Cà Phê Muối Chú Long - Trần Hưng Đạo,550694
Cà Phê Muối Chú Long - Trương Định,7025158
Cà Phê Muối Chú Long - Vĩnh Long,424596
Cà Phê Muối Chú Long - Võ Văn Kiệt,3883375
Cà Phê Muối Chú Long - Vũng Tàu,1221544
(blank),
Grand Total,107963635
