Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1499955
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,316138
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2848257
Cà Phê Muối Chú Long - 417 Cộng Hoà,2750925
Cà Phê Muối Chú Long - An Dương Vương,2143545
Cà Phê Muối Chú Long - Bà Rịa,61869
Cà Phê Muối Chú Long - Bà Triệu,546826
Cà Phê Muối Chú Long - Bạch Đằng,617183
Cà Phê Muối Chú Long - Bến Tre,267282
Cà Phê Muối Chú Long - Bình Long,3407725
Cà Phê Muối Chú Long - Cà Mau,122230
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1311331
Cà Phê Muối Chú Long - Cần Thơ,1191927
Cà Phê Muối Chú Long - Classic,2404609
Cà Phê Muối Chú Long - Công Trường Quốc Tế,3081393
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1996794
Cà Phê Muối Chú Long - Đoàn Thị Điểm,405168
Cà Phê Muối Chú Long - Đội Cấn,9702917
Cà Phê Muối Chú Long - Đồng Xoài,315571
Cà Phê Muối Chú Long - Đường Láng,10842976
Cà Phê Muối Chú Long - Hà Huy Giáp,4118642
Cà Phê Muối Chú Long - Hậu Giang,3401685
Cà Phê Muối Chú Long - Hoàng Diệu,900314
Cà Phê Muối Chú Long - Hùng Vương,669057
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2663026
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2718486
Cà Phê Muối Chú Long - Kha Vạn Cân,2092996
Cà Phê Muối Chú Long - Kiên Giang,522872
Cà Phê Muối Chú Long - Lạc Long Quân,1889281
Cà Phê Muối Chú Long - Lê Duẩn,706782
Cà Phê Muối Chú Long - Long An,563614
Cà Phê Muối Chú Long - Long Xuyên,341601
Cà Phê Muối Chú Long - Ngô Tất Tố,1511273
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4440265
Cà Phê Muối Chú Long - Nguyễn Huệ,5107992
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1827034
Cà Phê Muối Chú Long - Phan Thiết,1982443
Cà Phê Muối Chú Long - Phan Văn Trị,1769309
Cà Phê Muối Chú Long - Quảng Ngãi,666790
Cà Phê Muối Chú Long - Tây Ninh,189757
Cà Phê Muối Chú Long - Thanh Nhàn,10696988
Cà Phê Muối Chú Long - Thích Quảng Đức,1299257
Cà Phê Muối Chú Long - Thuận An,1286427
Cà Phê Muối Chú Long - Tiền Giang,497405
Cà Phê Muối Chú Long - Tôn Đức Thắng,9949639
Cà Phê Muối Chú Long - Trà Vinh,384984
Cà Phê Muối Chú Long - Trần Hưng Đạo,1096106
Cà Phê Muối Chú Long - Trương Định,10185047
Cà Phê Muối Chú Long - Vĩnh Long,464207
Cà Phê Muối Chú Long - Võ Văn Kiệt,3030841
Cà Phê Muối Chú Long - Vũng Tàu,617186
(blank),
Grand Total,123425927
