Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1530040
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,749692
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2436960
Cà Phê Muối Chú Long - 417 Cộng Hoà,4232203
Cà Phê Muối Chú Long - An Dương Vương,2195420
Cà Phê Muối Chú Long - Bà Triệu,547770
Cà Phê Muối Chú Long - Bạch Đằng,802430
Cà Phê Muối Chú Long - Bến Tre,163538
Cà Phê Muối Chú Long - Bình Long,4082528
Cà Phê Muối Chú Long - Cà Mau,294633
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1586821
Cà Phê Muối Chú Long - Cần Thơ,1522025
Cà Phê Muối Chú Long - Classic,1785163
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2257193
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1461096
Cà Phê Muối Chú Long - Đoàn Thị Điểm,66773
Cà Phê Muối Chú Long - Đội Cấn,8763192
Cà Phê Muối Chú Long - Đồng Xoài,324814
Cà Phê Muối Chú Long - Đường Láng,8166759
Cà Phê Muối Chú Long - Hà Huy Giáp,4526452
Cà Phê Muối Chú Long - Hậu Giang,4212965
Cà Phê Muối Chú Long - Hoàng Diệu,930870
Cà Phê Muối Chú Long - Hùng Vương,377064
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2648312
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3884360
Cà Phê Muối Chú Long - Kha Vạn Cân,2301990
Cà Phê Muối Chú Long - Kiên Giang,859378
Cà Phê Muối Chú Long - Lạc Long Quân,1448499
Cà Phê Muối Chú Long - Lê Duẩn,1073851
Cà Phê Muối Chú Long - Long An,576627
Cà Phê Muối Chú Long - Long Xuyên,319534
Cà Phê Muối Chú Long - Ngô Tất Tố,921250
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4996803
Cà Phê Muối Chú Long - Nguyễn Huệ,4404793
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2133737
Cà Phê Muối Chú Long - Nha Trang,6130870
Cà Phê Muối Chú Long - Phan Thiết,2279234
Cà Phê Muối Chú Long - Phan Văn Trị,2259450
Cà Phê Muối Chú Long - Quảng Ngãi,859470
Cà Phê Muối Chú Long - Tây Ninh,148449
Cà Phê Muối Chú Long - Thanh Nhàn,10194996
Cà Phê Muối Chú Long - Thích Quảng Đức,1029898
Cà Phê Muối Chú Long - Thuận An,1074977
Cà Phê Muối Chú Long - Tiền Giang,602659
Cà Phê Muối Chú Long - Tôn Đức Thắng,9778471
Cà Phê Muối Chú Long - Trà Vinh,243326
Cà Phê Muối Chú Long - Trần Hưng Đạo,802981
Cà Phê Muối Chú Long - Trương Định,13420438
Cà Phê Muối Chú Long - Vĩnh Long,511551
Cà Phê Muối Chú Long - Võ Văn Kiệt,2673584
Cà Phê Muối Chú Long - Vũng Tàu,1203529
(blank),
Grand Total,131799418
