Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,908346
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,488123
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1738375
Cà Phê Muối Chú Long - 417 Cộng Hoà,3327208
Cà Phê Muối Chú Long - An Dương Vương,1326340
Cà Phê Muối Chú Long - Bà Rịa,53570
Cà Phê Muối Chú Long - Bà Triệu,668261
Cà Phê Muối Chú Long - Bạch Đằng,869942
Cà Phê Muối Chú Long - Bến Tre,247138
Cà Phê Muối Chú Long - Bình Long,3722271
Cà Phê Muối Chú Long - Cà Mau,133885
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,951655
Cà Phê Muối Chú Long - Cần Thơ,933131
Cà Phê Muối Chú Long - Classic,1185331
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1265751
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1873734
Cà Phê Muối Chú Long - Đoàn Thị Điểm,149393
Cà Phê Muối Chú Long - Đội Cấn,4658529
Cà Phê Muối Chú Long - Đồng Xoài,600319
Cà Phê Muối Chú Long - Đường Láng,5637349
Cà Phê Muối Chú Long - Hà Huy Giáp,3943110
Cà Phê Muối Chú Long - Hậu Giang,4741228
Cà Phê Muối Chú Long - Hoàng Diệu,1070224
Cà Phê Muối Chú Long - Hùng Vương,700028
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2247063
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2619031
Cà Phê Muối Chú Long - Kiên Giang,458397
Cà Phê Muối Chú Long - Kha Vạn Cân,1358938
Cà Phê Muối Chú Long - Lạc Long Quân,2140679
Cà Phê Muối Chú Long - Lê Duẩn,963607
Cà Phê Muối Chú Long - Long An,684863
Cà Phê Muối Chú Long - Long Xuyên,346922
Cà Phê Muối Chú Long - Ngô Tất Tố,1098934
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3032197
Cà Phê Muối Chú Long - Nguyễn Huệ,2590132
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1718231
Cà Phê Muối Chú Long - Phan Thiết,1812040
Cà Phê Muối Chú Long - Phan Văn Trị,1249459
Cà Phê Muối Chú Long - Quảng Ngãi,936375
Cà Phê Muối Chú Long - Tây Ninh,239744
Cà Phê Muối Chú Long - Tiền Giang,377629
Cà Phê Muối Chú Long - Tôn Đức Thắng,4755636
Cà Phê Muối Chú Long - Thanh Nhàn,6910947
Cà Phê Muối Chú Long - Thích Quảng Đức,756544
Cà Phê Muối Chú Long - Thuận An,1000582
Cà Phê Muối Chú Long - Trà Vinh,206169
Cà Phê Muối Chú Long - Trần Hưng Đạo,534603
Cà Phê Muối Chú Long - Trương Định,5487808
Cà Phê Muối Chú Long - Vĩnh Long,213373
Cà Phê Muối Chú Long - Võ Văn Kiệt,2941054
Cà Phê Muối Chú Long - Vũng Tàu,1386549
(blank),
Grand Total,89260747
