Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1098562
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,267850
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2382356
Cà Phê Muối Chú Long - 417 Cộng Hoà,2524576
Cà Phê Muối Chú Long - An Dương Vương,1136283
Cà Phê Muối Chú Long - Bà Rịa,267659
Cà Phê Muối Chú Long - Bà Triệu,736774
Cà Phê Muối Chú Long - Bạch Đằng,242950
Cà Phê Muối Chú Long - Bến Tre,258606
Cà Phê Muối Chú Long - Bình Long,3681617
Cà Phê Muối Chú Long - Cà Mau,390078
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1636147
Cà Phê Muối Chú Long - Cần Thơ,1428273
Cà Phê Muối Chú Long - Classic,3019906
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2277848
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1530136
Cà Phê Muối Chú Long - Đoàn Thị Điểm,182213
Cà Phê Muối Chú Long - Đội Cấn,8300305
Cà Phê Muối Chú Long - Đồng Xoài,737149
Cà Phê Muối Chú Long - Đường Láng,9383007
Cà Phê Muối Chú Long - Hà Huy Giáp,3595398
Cà Phê Muối Chú Long - Hậu Giang,3628795
Cà Phê Muối Chú Long - Hoàng Diệu,984630
Cà Phê Muối Chú Long - Hùng Vương,652269
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1773843
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3421685
Cà Phê Muối Chú Long - Kha Vạn Cân,2288791
Cà Phê Muối Chú Long - Kiên Giang,816373
Cà Phê Muối Chú Long - Lạc Long Quân,1761776
Cà Phê Muối Chú Long - Lê Duẩn,917479
Cà Phê Muối Chú Long - Long An,839572
Cà Phê Muối Chú Long - Long Xuyên,342168
Cà Phê Muối Chú Long - Ngô Tất Tố,868062
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,5615408
Cà Phê Muối Chú Long - Nguyễn Huệ,3917391
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2114500
Cà Phê Muối Chú Long - Phan Thiết,1713848
Cà Phê Muối Chú Long - Phan Văn Trị,839007
Cà Phê Muối Chú Long - Quảng Ngãi,493821
Cà Phê Muối Chú Long - Tây Ninh,128643
Cà Phê Muối Chú Long - Thanh Nhàn,10763010
Cà Phê Muối Chú Long - Thích Quảng Đức,983497
Cà Phê Muối Chú Long - Thuận An,1001224
Cà Phê Muối Chú Long - Tiền Giang,282560
Cà Phê Muối Chú Long - Tôn Đức Thắng,9562965
Cà Phê Muối Chú Long - Trà Vinh,350657
Cà Phê Muối Chú Long - Trần Hưng Đạo,430253
Cà Phê Muối Chú Long - Trương Định,9878729
Cà Phê Muối Chú Long - Vĩnh Long,671886
Cà Phê Muối Chú Long - Võ Văn Kiệt,2848254
Cà Phê Muối Chú Long - Vũng Tàu,1117422
(blank),
Grand Total,116086211
