Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1420730
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,263133
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2174487
Cà Phê Muối Chú Long - 417 Cộng Hoà,3912860
Cà Phê Muối Chú Long - An Dương Vương,1415451
Cà Phê Muối Chú Long - Bà Rịa,41498
Cà Phê Muối Chú Long - Bà Triệu,782606
Cà Phê Muối Chú Long - Bạch Đằng,606620
Cà Phê Muối Chú Long - Bến Tre,141658
Cà Phê Muối Chú Long - Bình Long,3782716
Cà Phê Muối Chú Long - Cà Mau,271055
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1206077
Cà Phê Muối Chú Long - Cần Thơ,1549374
Cà Phê Muối Chú Long - Classic,1902867
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2160901
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1487505
Cà Phê Muối Chú Long - Đoàn Thị Điểm,191079
Cà Phê Muối Chú Long - Đội Cấn,7761206
Cà Phê Muối Chú Long - Đồng Xoài,475903
Cà Phê Muối Chú Long - Đường Láng,9125727
Cà Phê Muối Chú Long - Hà Huy Giáp,4291614
Cà Phê Muối Chú Long - Hậu Giang,3975486
Cà Phê Muối Chú Long - Hoàng Diệu,1149298
Cà Phê Muối Chú Long - Hùng Vương,420070
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2472514
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2950123
Cà Phê Muối Chú Long - Kha Vạn Cân,1635767
Cà Phê Muối Chú Long - Kiên Giang,600019
Cà Phê Muối Chú Long - Lạc Long Quân,2249930
Cà Phê Muối Chú Long - Lê Duẩn,873528
Cà Phê Muối Chú Long - Long An,572855
Cà Phê Muối Chú Long - Long Xuyên,392341
Cà Phê Muối Chú Long - Ngô Tất Tố,1481097
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,6082816
Cà Phê Muối Chú Long - Nguyễn Huệ,4426302
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1385642
Cà Phê Muối Chú Long - Phan Thiết,1507110
Cà Phê Muối Chú Long - Phan Văn Trị,1241157
Cà Phê Muối Chú Long - Quảng Ngãi,1018578
Cà Phê Muối Chú Long - Tây Ninh,36216
Cà Phê Muối Chú Long - Thanh Nhàn,11621624
Cà Phê Muối Chú Long - Thích Quảng Đức,1101577
Cà Phê Muối Chú Long - Thuận An,804300
Cà Phê Muối Chú Long - Tiền Giang,1075919
Cà Phê Muối Chú Long - Tôn Đức Thắng,9629744
Cà Phê Muối Chú Long - Trà Vinh,235783
Cà Phê Muối Chú Long - Trần Hưng Đạo,631518
Cà Phê Muối Chú Long - Trương Định,9620305
Cà Phê Muối Chú Long - Vĩnh Long,417241
Cà Phê Muối Chú Long - Võ Văn Kiệt,2928232
Cà Phê Muối Chú Long - Vũng Tàu,986514
(blank),
Grand Total,118488673
