Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,639826
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,140905
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2178270
Cà Phê Muối Chú Long - 417 Cộng Hoà,3545425
Cà Phê Muối Chú Long - An Dương Vương,1252482
Cà Phê Muối Chú Long - Bà Rịa,355372
Cà Phê Muối Chú Long - Bà Triệu,608317
Cà Phê Muối Chú Long - Bạch Đằng,301047
Cà Phê Muối Chú Long - Bến Tre,98273
Cà Phê Muối Chú Long - Bình Long,3744618
Cà Phê Muối Chú Long - Cà Mau,455343
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1346795
Cà Phê Muối Chú Long - Cần Thơ,1630483
Cà Phê Muối Chú Long - Classic,2761124
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2176001
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,2006979
Cà Phê Muối Chú Long - Đoàn Thị Điểm,467795
Cà Phê Muối Chú Long - Đội Cấn,7650682
Cà Phê Muối Chú Long - Đồng Xoài,635670
Cà Phê Muối Chú Long - Đường Láng,9096309
Cà Phê Muối Chú Long - Hà Huy Giáp,4579656
Cà Phê Muối Chú Long - Hậu Giang,4949937
Cà Phê Muối Chú Long - Hoàng Diệu,1294545
Cà Phê Muối Chú Long - Hùng Vương,822225
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2392158
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2689067
Cà Phê Muối Chú Long - Kha Vạn Cân,1745176
Cà Phê Muối Chú Long - Kiên Giang,557769
Cà Phê Muối Chú Long - Lạc Long Quân,2592097
Cà Phê Muối Chú Long - Lê Duẩn,1352831
Cà Phê Muối Chú Long - Long An,544563
Cà Phê Muối Chú Long - Long Xuyên,357257
Cà Phê Muối Chú Long - Ngô Tất Tố,1237393
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4423684
Cà Phê Muối Chú Long - Nguyễn Huệ,4753006
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1093280
Cà Phê Muối Chú Long - Phan Thiết,2509282
Cà Phê Muối Chú Long - Phan Văn Trị,1275864
Cà Phê Muối Chú Long - Quảng Ngãi,1508062
Cà Phê Muối Chú Long - Tây Ninh,465340
Cà Phê Muối Chú Long - Thanh Nhàn,10382750
Cà Phê Muối Chú Long - Thích Quảng Đức,1124967
Cà Phê Muối Chú Long - Thuận An,884847
Cà Phê Muối Chú Long - Tiền Giang,510235
Cà Phê Muối Chú Long - Tôn Đức Thắng,6967113
Cà Phê Muối Chú Long - Trà Vinh,614354
Cà Phê Muối Chú Long - Trần Hưng Đạo,1073472
Cà Phê Muối Chú Long - Trương Định,9250236
Cà Phê Muối Chú Long - Vĩnh Long,626806
Cà Phê Muối Chú Long - Võ Văn Kiệt,2197129
Cà Phê Muối Chú Long - Vũng Tàu,872209
(blank),
Grand Total,116739026
