Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,855459
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,276224
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2195451
Cà Phê Muối Chú Long - 417 Cộng Hoà,2952970
Cà Phê Muối Chú Long - An Dương Vương,682296
Cà Phê Muối Chú Long - Bà Rịa,153730
Cà Phê Muối Chú Long - Bà Triệu,477674
Cà Phê Muối Chú Long - Bến Tre,208470
Cà Phê Muối Chú Long - Bình Long,3638144
Cà Phê Muối Chú Long - Cà Mau,81712
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,904121
Cà Phê Muối Chú Long - Cần Thơ,1075922
Cà Phê Muối Chú Long - Classic,1328838
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2279807
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1352824
Cà Phê Muối Chú Long - Đoàn Thị Điểm,139584
Cà Phê Muối Chú Long - Đội Cấn,7047055
Cà Phê Muối Chú Long - Đồng Xoài,445382
Cà Phê Muối Chú Long - Đường Láng,8845344
Cà Phê Muối Chú Long - Hà Huy Giáp,3005299
Cà Phê Muối Chú Long - Hậu Giang,3997811
Cà Phê Muối Chú Long - Hoàng Diệu,1412692
Cà Phê Muối Chú Long - Hùng Vương,463944
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1567705
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3316194
Cà Phê Muối Chú Long - Kiên Giang,302781
Cà Phê Muối Chú Long - Kha Vạn Cân,2419239
Cà Phê Muối Chú Long - Lạc Long Quân,2121888
Cà Phê Muối Chú Long - Lê Duẩn,856510
Cà Phê Muối Chú Long - Long An,806977
Cà Phê Muối Chú Long - Long Xuyên,319229
Cà Phê Muối Chú Long - Ngô Tất Tố,814488
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4016599
Cà Phê Muối Chú Long - Nguyễn Huệ,3601317
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1781453
Cà Phê Muối Chú Long - Phan Thiết,1780729
Cà Phê Muối Chú Long - Phan Văn Trị,719043
Cà Phê Muối Chú Long - Quảng Ngãi,1304685
Cà Phê Muối Chú Long - Tây Ninh,1099497
Cà Phê Muối Chú Long - Tiền Giang,289389
Cà Phê Muối Chú Long - Tôn Đức Thắng,10370272
Cà Phê Muối Chú Long - Thanh Nhàn,11592409
Cà Phê Muối Chú Long - Thích Quảng Đức,858626
Cà Phê Muối Chú Long - Thuận An,1702007
Cà Phê Muối Chú Long - Trà Vinh,365405
Cà Phê Muối Chú Long - Trần Hưng Đạo,346241
Cà Phê Muối Chú Long - Trương Định,10338650
Cà Phê Muối Chú Long - Vĩnh Long,303536
Cà Phê Muối Chú Long - Võ Văn Kiệt,3755464
Cà Phê Muối Chú Long - Vũng Tàu,1091993
(blank),
Grand Total,111663079
