Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1784398
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,677275
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,1728718
Cà Phê Muối Chú Long - 417 Cộng Hoà,2760199
Cà Phê Muối Chú Long - An Dương Vương,1022501
Cà Phê Muối Chú Long - Bà Rịa,99405
Cà Phê Muối Chú Long - Bà Triệu,692293
Cà Phê Muối Chú Long - Bạch Đằng,412563
Cà Phê Muối Chú Long - Bến Tre,71526
Cà Phê Muối Chú Long - Bình Long,3191773
Cà Phê Muối Chú Long - Cà Mau,98462
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1469998
Cà Phê Muối Chú Long - Cần Thơ,987378
Cà Phê Muối Chú Long - Classic,1953941
Cà Phê Muối Chú Long - Công Trường Quốc Tế,2435915
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1081804
Cà Phê Muối Chú Long - Đoàn Thị Điểm,423654
Cà Phê Muối Chú Long - Đội Cấn,7715627
Cà Phê Muối Chú Long - Đồng Xoài,151692
Cà Phê Muối Chú Long - Đường Láng,9202140
Cà Phê Muối Chú Long - Hà Huy Giáp,4297652
Cà Phê Muối Chú Long - Hậu Giang,5206670
Cà Phê Muối Chú Long - Hoàng Diệu,1718789
Cà Phê Muối Chú Long - Hùng Vương,453077
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2099252
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2064164
Cà Phê Muối Chú Long - Kiên Giang,337074
Cà Phê Muối Chú Long - Kha Vạn Cân,2158787
Cà Phê Muối Chú Long - Lạc Long Quân,1851626
Cà Phê Muối Chú Long - Lê Duẩn,1213653
Cà Phê Muối Chú Long - Long An,380306
Cà Phê Muối Chú Long - Long Xuyên,217371
Cà Phê Muối Chú Long - Ngô Tất Tố,843383
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4248533
Cà Phê Muối Chú Long - Nguyễn Huệ,3987619
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,2091936
Cà Phê Muối Chú Long - Phan Thiết,1543211
Cà Phê Muối Chú Long - Phan Văn Trị,1404073
Cà Phê Muối Chú Long - Quảng Ngãi,1253568
Cà Phê Muối Chú Long - Tây Ninh,436479
Cà Phê Muối Chú Long - Tiền Giang,255021
Cà Phê Muối Chú Long - Tôn Đức Thắng,9241159
Cà Phê Muối Chú Long - Thanh Nhàn,10683841
Cà Phê Muối Chú Long - Thích Quảng Đức,1856834
Cà Phê Muối Chú Long - Thuận An,1198074
Cà Phê Muối Chú Long - Trà Vinh,300103
Cà Phê Muối Chú Long - Trần Hưng Đạo,719910
Cà Phê Muối Chú Long - Trương Định,11901598
Cà Phê Muối Chú Long - Vĩnh Long,445872
Cà Phê Muối Chú Long - Võ Văn Kiệt,2790225
Cà Phê Muối Chú Long - Vũng Tàu,731415
(blank),
Grand Total,115892537
