Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,723420
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,793208
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2497029
Cà Phê Muối Chú Long - 417 Cộng Hoà,2547658
Cà Phê Muối Chú Long - An Dương Vương,1227802
Cà Phê Muối Chú Long - Bà Rịa,191191
Cà Phê Muối Chú Long - Bà Triệu,576705
Cà Phê Muối Chú Long - Bạch Đằng,488919
Cà Phê Muối Chú Long - Bến Tre,317457
Cà Phê Muối Chú Long - Bình Long,3852579
Cà Phê Muối Chú Long - Cà Mau,311684
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1070791
Cà Phê Muối Chú Long - Cần Thơ,880694
Cà Phê Muối Chú Long - Classic,2118878
Cà Phê Muối Chú Long - Công Trường Quốc Tế,754127
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1715439
Cà Phê Muối Chú Long - Đoàn Thị Điểm,207489
Cà Phê Muối Chú Long - Đội Cấn,4969158
Cà Phê Muối Chú Long - Đồng Xoài,281241
Cà Phê Muối Chú Long - Đường Láng,6625133
Cà Phê Muối Chú Long - Hà Huy Giáp,3933002
Cà Phê Muối Chú Long - Hậu Giang,4320064
Cà Phê Muối Chú Long - Hoàng Diệu,1185660
Cà Phê Muối Chú Long - Hùng Vương,521627
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,1687974
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,3170344
Cà Phê Muối Chú Long - Kiên Giang,340093
Cà Phê Muối Chú Long - Kha Vạn Cân,1629578
Cà Phê Muối Chú Long - Lạc Long Quân,1908289
Cà Phê Muối Chú Long - Lê Duẩn,1099194
Cà Phê Muối Chú Long - Long An,1001905
Cà Phê Muối Chú Long - Long Xuyên,370724
Cà Phê Muối Chú Long - Ngô Tất Tố,628577
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,3224524
Cà Phê Muối Chú Long - Nguyễn Huệ,2717498
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,963503
Cà Phê Muối Chú Long - Phan Thiết,1975089
Cà Phê Muối Chú Long - Phan Văn Trị,1147601
Cà Phê Muối Chú Long - Quảng Ngãi,1732898
Cà Phê Muối Chú Long - Tây Ninh,373101
Cà Phê Muối Chú Long - Tiền Giang,386192
Cà Phê Muối Chú Long - Tôn Đức Thắng,6272792
Cà Phê Muối Chú Long - Thanh Nhàn,8032817
Cà Phê Muối Chú Long - Thích Quảng Đức,1185477
Cà Phê Muối Chú Long - Thuận An,653473
Cà Phê Muối Chú Long - Trà Vinh,551843
Cà Phê Muối Chú Long - Trần Hưng Đạo,739601
Cà Phê Muối Chú Long - Trương Định,6635705
Cà Phê Muối Chú Long - Vĩnh Long,406299
Cà Phê Muối Chú Long - Võ Văn Kiệt,1981634
Cà Phê Muối Chú Long - Vũng Tàu,1038424
(blank),
Grand Total,93966104
