Row Labels,Sum of Thực thu
Cà Phê Muối Chú Long - 130 Thích Quảng Đức,1128363
Cà Phê Muối Chú Long - 1349 Cách Mạng Tháng 8,528153
Cà Phê Muối Chú Long - 17A Ngô Tất Tố,2138269
Cà Phê Muối Chú Long - 417 Cộng Hoà,2099039
Cà Phê Muối Chú Long - An Dương Vương,967275
Cà Phê Muối Chú Long - Bà Rịa,288974
Cà Phê Muối Chú Long - Bà Triệu,843913
Cà Phê Muối Chú Long - Bạch Đằng,21881
Cà Phê Muối Chú Long - Bến Tre,282184
Cà Phê Muối Chú Long - Bình Long,4053958
Cà Phê Muối Chú Long - Cà Mau,151090
Cà Phê Muối Chú Long - Cách Mạng Tháng 8,1266814
Cà Phê Muối Chú Long - Cần Thơ,868433
Cà Phê Muối Chú Long - Classic,1997180
Cà Phê Muối Chú Long - Công Trường Quốc Tế,1242294
Cà Phê Muối Chú Long - Đặng Nguyên Cẩn,1747815
Cà Phê Muối Chú Long - Đoàn Thị Điểm,363672
Cà Phê Muối Chú Long - Đội Cấn,4951435
Cà Phê Muối Chú Long - Đồng Xoài,421013
Cà Phê Muối Chú Long - Đường Láng,5046134
Cà Phê Muối Chú Long - Hà Huy Giáp,4038665
Cà Phê Muối Chú Long - Hậu Giang,3528068
Cà Phê Muối Chú Long - Hoàng Diệu,902202
Cà Phê Muối Chú Long - Hùng Vương,263321
Cà Phê Muối Chú Long - Huỳnh Tấn Phát,2027353
Cà Phê Muối Chú Long - Huỳnh Văn Bánh,2181289
Cà Phê Muối Chú Long - Kha Vạn Cân,1306054
Cà Phê Muối Chú Long - Kiên Giang,425726
Cà Phê Muối Chú Long - Lạc Long Quân,1976805
Cà Phê Muối Chú Long - Lê Duẩn,1115163
Cà Phê Muối Chú Long - Long An,617561
Cà Phê Muối Chú Long - Long Xuyên,541922
Cà Phê Muối Chú Long - Ngô Tất Tố,981613
Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,4052453
Cà Phê Muối Chú Long - Nguyễn Huệ,2936910
Cà Phê Muối Chú Long - Nguyễn Hữu Cảnh,1296240
Cà Phê Muối Chú Long - Phan Thiết,2092220
Cà Phê Muối Chú Long - Phan Văn Trị,696407
Cà Phê Muối Chú Long - Quảng Ngãi,791659
Cà Phê Muối Chú Long - Tây Ninh,308969
Cà Phê Muối Chú Long - Thanh Nhàn,7453006
Cà Phê Muối Chú Long - Thích Quảng Đức,913702
Cà Phê Muối Chú Long - Thuận An,425351
Cà Phê Muối Chú Long - Tiền Giang,592474
Cà Phê Muối Chú Long - Tôn Đức Thắng,6225428
Cà Phê Muối Chú Long - Trà Vinh,553619
Cà Phê Muối Chú Long - Trần Hưng Đạo,633595
Cà Phê Muối Chú Long - Trương Định,5683313
Cà Phê Muối Chú Long - Vĩnh Long,304253
Cà Phê Muối Chú Long - Võ Văn Kiệt,2273326
Cà Phê Muối Chú Long - Vũng Tàu,1350940
(blank),
Grand Total,88897496
